orderID,uniqueID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,Freight,productID,unitPrice,quantity,discount,companyName,contactName,contactTitle,employeeslastName,employeesfirstName,employeestitle,productName,supplierID,categoryID,quantityPerUnit,unitPrice1,unitsInStock,unitsOnOrder,reorderLevel,discontinued,categoryName,supplierscompanyName,supplierscontactName,supplierscontactTitle
10351,276,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,16233,41,77,13,0,Ernst Handel,Roland Mendel,Sales Manager,Davolio,Nancy,Sales Representative,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,965,85,0,10,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10351,277,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,16233,44,155,77,5,Ernst Handel,Roland Mendel,Sales Manager,Davolio,Nancy,Sales Representative,Gula Malacca,20,2,20 - 2 kg bags,1945,27,0,15,0,Condiments,Leka Trading,Chandra Leka,Owner
10351,278,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,16233,65,168,10,5,Ernst Handel,Roland Mendel,Sales Manager,Davolio,Nancy,Sales Representative,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,2105,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10352,279,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,13,24,36,10,0,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Leverling,Janet,Sales Representative,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10352,280,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,13,54,59,20,15,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Leverling,Janet,Sales Representative,Tourtière,25,6,16 pies,745,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10353,281,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,36063,11,168,12,2,Piccolo und mehr,Georg Pipps,Sales Manager,King,Robert,Sales Representative,Queso Cabrales,5,4,1 kg pkg,21,22,30,30,0,Dairy Products,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator
10353,282,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,36063,38,2108,50,2,Piccolo und mehr,Georg Pipps,Sales Manager,King,Robert,Sales Representative,Côte de Blaye,18,1,12 - 75 cl bottles,2635,17,0,15,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10354,283,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,538,1,144,12,0,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Chai,1,1,10 boxes x 20 bags,18,39,0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager
10354,284,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,538,29,99,4,0,Pericles Comidas clásicas,Guillermo Fernández,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs,12379,0,0,0,1,Meat/Poultry,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10355,285,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,4195,24,36,25,0,Around the Horn,Thomas Hardy,Sales Representative,Suyama,Michael,Sales Representative,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10355,286,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,4195,57,156,25,0,Around the Horn,Thomas Hardy,Sales Representative,Suyama,Michael,Sales Representative,Ravioli Angelo,26,5,24 - 250 g pkgs,195,36,0,20,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10356,287,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,3671,31,10,30,0,Die Wandernde Kuh,Rita Müller,Sales Representative,Suyama,Michael,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10356,288,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,3671,55,192,12,0,Die Wandernde Kuh,Rita Müller,Sales Representative,Suyama,Michael,Sales Representative,Pâté chinois,25,6,24 boxes x 2 pies,24,115,0,20,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10356,289,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,3671,69,288,20,0,Die Wandernde Kuh,Rita Müller,Sales Representative,Suyama,Michael,Sales Representative,Gudbrandsdalsost,15,4,10 kg pkg,36,26,0,15,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10357,290,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,3488,10,248,30,2,LILA-Supermercado,Carlos González,Accounting Manager,Davolio,Nancy,Sales Representative,Ikura,4,8,12 - 200 ml jars,31,31,0,0,0,Seafood,Tokyo Traders,Yoshi Nagase,Marketing Manager
10357,291,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,3488,26,249,16,0,LILA-Supermercado,Carlos González,Accounting Manager,Davolio,Nancy,Sales Representative,Gumbär Gummibärchen,11,3,100 - 250 g bags,3123,15,0,0,0,Confections,Heli SüÁEwaren GmbH & Co KG,Petra Winkler,Sales Manager
10357,292,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,3488,60,272,8,2,LILA-Supermercado,Carlos González,Accounting Manager,Davolio,Nancy,Sales Representative,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10358,293,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,1964,24,36,10,5,La maison d'Asie,Annette Roulet,Sales Manager,Buchanan,Steven,Sales Manager,Guaraná Fantástica,10,1,12 - 355 ml cans,45,20,0,0,1,Beverages,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager
10358,294,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,1964,34,112,10,5,La maison d'Asie,Annette Roulet,Sales Manager,Buchanan,Steven,Sales Manager,Sasquatch Ale,16,1,24 - 12 oz bottles,14,111,0,15,0,Beverages,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep
10358,295,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,1964,36,152,20,5,La maison d'Asie,Annette Roulet,Sales Manager,Buchanan,Steven,Sales Manager,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10359,296,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,28843,16,139,56,5,Seven Seas Imports,Hari Kumar,Sales Manager,Buchanan,Steven,Sales Manager,Pavlova,7,3,32 - 500 g boxes,1745,29,0,10,0,Confections,Pavlova, Ltd,Ian Devling
10359,297,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,28843,31,10,70,5,Seven Seas Imports,Hari Kumar,Sales Manager,Buchanan,Steven,Sales Manager,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10359,298,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,28843,60,272,80,5,Seven Seas Imports,Hari Kumar,Sales Manager,Buchanan,Steven,Sales Manager,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10360,299,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,1317,28,364,30,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Rössle Sauerkraut,12,7,25 - 825 g cans,456,26,0,0,1,Produce,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10360,300,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,1317,29,99,35,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs,12379,0,0,0,1,Meat/Poultry,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10360,301,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,1317,38,2108,10,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Côte de Blaye,18,1,12 - 75 cl bottles,2635,17,0,15,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10360,302,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,1317,49,16,35,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Maxilaku,23,3,24 - 50 g pkgs,20,10,60,15,0,Confections,Karkki Oy,Anne Heikkonen,Product Manager
10360,303,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,1317,54,59,28,0,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Peacock,Margaret,Sales Representative,Tourtière,25,6,16 pies,745,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10361,304,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,18317,39,144,54,1,QUICK-Stop,Horst Kloss,Accounting Manager,Davolio,Nancy,Sales Representative,Chartreuse verte,18,1,750 cc per bottle,18,69,0,5,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10361,305,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,18317,60,272,55,1,QUICK-Stop,Horst Kloss,Accounting Manager,Davolio,Nancy,Sales Representative,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10362,306,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,9604,25,112,50,0,Bon app',Laurence Lebihan,Owner,Leverling,Janet,Sales Representative,NuNuCa NuÁE-Nougat-Creme,11,3,20 - 450 g glasses,14,76,0,30,0,Confections,Heli SüÁEwaren GmbH & Co KG,Petra Winkler,Sales Manager
10362,307,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,9604,51,424,20,0,Bon app',Laurence Lebihan,Owner,Leverling,Janet,Sales Representative,Manjimup Dried Apples,24,7,50 - 300 g pkgs,53,20,0,10,0,Produce,G'day, Mate,Wendy Mackenzie
10362,308,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,9604,54,59,24,0,Bon app',Laurence Lebihan,Owner,Leverling,Janet,Sales Representative,Tourtière,25,6,16 pies,745,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10363,309,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,3054,31,10,20,0,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Peacock,Margaret,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10363,310,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,3054,75,62,12,0,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Peacock,Margaret,Sales Representative,Rhönbräu Klosterbier,12,1,24 - 05 l bottles,775,125,0,25,0,Beverages,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10363,311,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,3054,76,144,12,0,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Peacock,Margaret,Sales Representative,Lakkalikööri,23,1,500 ml,18,57,0,20,0,Beverages,Karkki Oy,Anne Heikkonen,Product Manager
10364,312,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,7197,69,288,30,0,Eastern Connection,Ann Devon,Sales Agent,Davolio,Nancy,Sales Representative,Gudbrandsdalsost,15,4,10 kg pkg,36,26,0,15,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10364,313,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,7197,71,172,5,0,Eastern Connection,Ann Devon,Sales Agent,Davolio,Nancy,Sales Representative,Flotemysost,15,4,10 - 500 g pkgs,215,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10365,314,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,22,11,168,24,0,Antonio Moreno Taquería,Antonio Moreno,Owner,Leverling,Janet,Sales Representative,Queso Cabrales,5,4,1 kg pkg,21,22,30,30,0,Dairy Products,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Export Administrator
10366,315,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,1014,65,168,5,0,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Callahan,Laura,Inside Sales Coordinator,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,2105,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10366,316,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,1014,77,104,5,0,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Callahan,Laura,Inside Sales Coordinator,Original Frankfurter grüne SoÁEe,12,2,12 boxes,13,32,0,15,0,Condiments,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10367,317,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,1355,34,112,36,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Sasquatch Ale,16,1,24 - 12 oz bottles,14,111,0,15,0,Beverages,Bigfoot Breweries,Cheryl Saylor,Regional Account Rep
10367,318,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,1355,54,59,18,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Tourtière,25,6,16 pies,745,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10367,319,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,1355,65,168,15,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,2105,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10367,320,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,1355,77,104,7,0,Vaffeljernet,Palle Ibsen,Sales Manager,King,Robert,Sales Representative,Original Frankfurter grüne SoÁEe,12,2,12 boxes,13,32,0,15,0,Condiments,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10368,321,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,10195,21,8,5,1,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,Vice President  Sales,Sir Rodney's Scones,8,3,24 pkgs x 4 pieces,10,3,40,5,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
10368,322,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,10195,28,364,13,1,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,Vice President  Sales,Rössle Sauerkraut,12,7,25 - 825 g cans,456,26,0,0,1,Produce,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10368,323,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,10195,57,156,25,0,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,Vice President  Sales,Ravioli Angelo,26,5,24 - 250 g pkgs,195,36,0,20,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10368,324,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,10195,64,266,35,1,Ernst Handel,Roland Mendel,Sales Manager,Fuller,Andrew,Vice President  Sales,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,3325,22,80,30,0,Grains/Cereals,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10369,325,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,19568,29,99,20,0,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Callahan,Laura,Inside Sales Coordinator,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs,12379,0,0,0,1,Meat/Poultry,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10369,326,SPLIR,8,1996-12-02,1996-12-30,1996-12-09,2,19568,56,304,18,25,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Callahan,Laura,Inside Sales Coordinator,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs,38,21,10,30,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10370,327,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,117,1,144,15,15,Chop-suey Chinese,Yang Wang,Owner,Suyama,Michael,Sales Representative,Chai,1,1,10 boxes x 20 bags,18,39,0,10,0,Beverages,Exotic Liquids,Charlotte Cooper,Purchasing Manager
10370,328,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,117,64,266,30,0,Chop-suey Chinese,Yang Wang,Owner,Suyama,Michael,Sales Representative,Wimmers gute Semmelknödel,12,5,20 bags x 4 pieces,3325,22,80,30,0,Grains/Cereals,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10370,329,CHOPS,6,1996-12-03,1996-12-31,1996-12-27,2,117,74,8,20,15,Chop-suey Chinese,Yang Wang,Owner,Suyama,Michael,Sales Representative,Longlife Tofu,4,7,5 kg pkg,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10371,330,LAMAI,1,1996-12-03,1996-12-31,1996-12-24,1,45,36,152,6,2,La maison d'Asie,Annette Roulet,Sales Manager,Davolio,Nancy,Sales Representative,Inlagd Sill,17,8,24 - 250 g  jars,19,112,0,20,0,Seafood,Svensk Sjöföda AB,Michael Björn,Sales Representative
10372,331,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,89078,20,648,12,25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Sir Rodney's Marmalade,8,3,30 gift boxes,81,40,0,0,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
10372,332,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,89078,38,2108,40,25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Côte de Blaye,18,1,12 - 75 cl bottles,2635,17,0,15,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10372,333,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,89078,60,272,70,25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10372,334,QUEEN,5,1996-12-04,1997-01-01,1996-12-09,2,89078,72,278,42,25,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Buchanan,Steven,Sales Manager,Mozzarella di Giovanni,14,4,24 - 200 g pkgs,348,14,0,0,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10373,335,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,12412,58,106,80,2,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Peacock,Margaret,Sales Representative,Escargots de Bourgogne,27,8,24 pieces,1325,62,0,20,0,Seafood,Escargots Nouveaux,Marie Delamare,Sales Manager
10373,336,HUNGO,4,1996-12-05,1997-01-02,1996-12-11,3,12412,71,172,50,2,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Peacock,Margaret,Sales Representative,Flotemysost,15,4,10 - 500 g pkgs,215,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10374,337,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,394,31,10,30,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Davolio,Nancy,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10374,338,WOLZA,1,1996-12-05,1997-01-02,1996-12-09,3,394,58,106,15,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Davolio,Nancy,Sales Representative,Escargots de Bourgogne,27,8,24 pieces,1325,62,0,20,0,Seafood,Escargots Nouveaux,Marie Delamare,Sales Manager
10375,339,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,2012,14,186,15,0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Leverling,Janet,Sales Representative,Tofu,6,7,40 - 100 g pkgs,2325,35,0,0,0,Produce,Mayumi's,Mayumi Ohno,Marketing Representative
10375,340,HUNGC,3,1996-12-06,1997-01-03,1996-12-09,2,2012,54,59,10,0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Leverling,Janet,Sales Representative,Tourtière,25,6,16 pies,745,21,0,10,0,Meat/Poultry,Ma Maison,Jean-Guy Lauzon,Marketing Manager
10376,341,MEREP,1,1996-12-09,1997-01-06,1996-12-13,2,2039,31,10,42,5,Mère Paillarde,Jean Fresnière,Marketing Assistant,Davolio,Nancy,Sales Representative,Gorgonzola Telino,14,4,12 - 100 g pkgs,125,0,70,20,0,Dairy Products,Formaggi Fortini srl,Elio Rossi,Sales Representative
10377,342,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,2221,28,364,20,15,Seven Seas Imports,Hari Kumar,Sales Manager,Davolio,Nancy,Sales Representative,Rössle Sauerkraut,12,7,25 - 825 g cans,456,26,0,0,1,Produce,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10377,343,SEVES,1,1996-12-09,1997-01-06,1996-12-13,3,2221,39,144,20,15,Seven Seas Imports,Hari Kumar,Sales Manager,Davolio,Nancy,Sales Representative,Chartreuse verte,18,1,750 cc per bottle,18,69,0,5,0,Beverages,Aux joyeux ecclésiastiques,Guylène Nodier,Sales Manager
10378,344,FOLKO,5,1996-12-10,1997-01-07,1996-12-19,3,544,71,172,6,0,Folk och fä HB,Maria Larsson,Owner,Buchanan,Steven,Sales Manager,Flotemysost,15,4,10 - 500 g pkgs,215,26,0,0,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10379,345,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,4503,41,77,8,1,Que Delícia,Bernardo Batista,Accounting Manager,Fuller,Andrew,Vice President  Sales,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,965,85,0,10,0,Seafood,New England Seafood Cannery,Robb Merchant,Wholesale Account Agent
10379,346,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,4503,63,351,16,1,Que Delícia,Bernardo Batista,Accounting Manager,Fuller,Andrew,Vice President  Sales,Vegie-spread,7,2,15 - 625 g jars,439,24,0,5,0,Condiments,Pavlova, Ltd,Ian Devling
10379,347,QUEDE,2,1996-12-11,1997-01-08,1996-12-13,1,4503,65,168,20,1,Que Delícia,Bernardo Batista,Accounting Manager,Fuller,Andrew,Vice President  Sales,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,2105,76,0,0,0,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10380,348,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,3503,30,207,18,1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,2589,10,0,15,0,Seafood,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Coordinator Foreign Markets
10380,349,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,3503,53,262,20,1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Perth Pasties,24,6,48 pieces,328,0,0,0,1,Meat/Poultry,G'day, Mate,Wendy Mackenzie
10380,350,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,3503,60,272,6,1,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Camembert Pierrot,28,4,15 - 300 g rounds,34,19,0,0,0,Dairy Products,Gai pâturage,Eliane Noz,Sales Representative
10380,351,HUNGO,8,1996-12-12,1997-01-09,1997-01-16,3,3503,70,12,30,0,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Callahan,Laura,Inside Sales Coordinator,Outback Lager,7,1,24 - 355 ml bottles,15,15,10,30,0,Beverages,Pavlova, Ltd,Ian Devling
10381,352,LILAS,3,1996-12-12,1997-01-09,1996-12-13,3,799,74,8,14,0,LILA-Supermercado,Carlos González,Accounting Manager,Leverling,Janet,Sales Representative,Longlife Tofu,4,7,5 kg pkg,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10382,353,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,9477,5,17,32,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Chef Anton's Gumbo Mix,2,2,36 boxes,2135,0,0,0,1,Condiments,New Orleans Cajun Delights,Shelley Burke,Order Administrator
10382,354,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,9477,18,50,9,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Carnarvon Tigers,7,8,16 kg pkg,625,42,0,0,0,Seafood,Pavlova, Ltd,Ian Devling
10382,355,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,9477,29,99,14,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs,12379,0,0,0,1,Meat/Poultry,Plutzer LebensmittelgroÁEmärkte AG,Martin Bein,International Marketing Mgr
10382,356,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,9477,33,2,60,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Geitost,15,4,500 g,25,112,0,20,0,Dairy Products,Norske Meierier,Beate Vileid,Marketing Manager
10382,357,ERNSH,4,1996-12-13,1997-01-10,1996-12-16,1,9477,74,8,50,0,Ernst Handel,Roland Mendel,Sales Manager,Peacock,Margaret,Sales Representative,Longlife Tofu,4,7,5 kg pkg,10,4,20,5,0,Produce,Tokyo Traders,Yoshi Nagase,Marketing Manager
10383,358,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,3424,13,48,20,0,Around the Horn,Thomas Hardy,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Konbu,6,8,2 kg box,6,24,0,5,0,Seafood,Mayumi's,Mayumi Ohno,Marketing Representative
10383,359,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,3424,50,13,15,0,Around the Horn,Thomas Hardy,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Valkoinen suklaa,23,3,12 - 100 g bars,1625,65,0,30,0,Confections,Karkki Oy,Anne Heikkonen,Product Manager
10383,360,AROUT,8,1996-12-16,1997-01-13,1996-12-18,3,3424,56,304,20,0,Around the Horn,Thomas Hardy,Sales Representative,Callahan,Laura,Inside Sales Coordinator,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs,38,21,10,30,0,Grains/Cereals,Pasta Buttini srl,Giovanni Giudici,Order Administrator
10384,361,BERGS,3,1996-12-16,1997-01-13,1996-12-20,3,16864,20,648,28,0,Berglunds snabbköp,Christina Berglund,Order Administrator,Leverling,Janet,Sales Representative,Sir Rodney's Marmalade,8,3,30 gift boxes,81,40,0,0,0,Confections,Specialty Biscuits, Ltd,Peter Wilson
